Text Type,API Name,File Name,Dataset,ai_score,human_score,Error_message
AI,Originality,,scigen,0.998,0.002,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,0.9993,0.0007,
AI,Originality,,scigen,0.9996,0.0003999999999999,
AI,Originality,,scigen,0.7381,0.2619,
AI,Originality,,scigen,0.9995,0.0004999999999999,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,0.9849,0.0151,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,0.9959,0.0040999999999999,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,0.8441,0.1559,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9897,0.0102999999999999,
AI,Originality,,scigen,0.9987,0.0012999999999999,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9681,0.0319,
AI,Originality,,scigen,0.9994,0.0006,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,0.9965,0.0034999999999999,
AI,Originality,,scigen,0.9983,0.0017,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9978,0.0021999999999999,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,0.9995,0.0004999999999999,
AI,Originality,,scigen,0.999,0.001,
AI,Originality,,scigen,0.9998,0.0001999999999999,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9968,0.0031999999999999,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9976,0.0023999999999999,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9989,0.0010999999999999,
AI,Originality,,scigen,0.9995,0.0004999999999999,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,0.9998,0.0001999999999999,
AI,Originality,,scigen,0.9997,0.0002999999999999,
AI,Originality,,scigen,0.2146,0.7854,
AI,Originality,,scigen,0.9996,0.0003999999999999,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9991,0.0009,
AI,Originality,,scigen,0.8,0.1999999999999999,
AI,Originality,,scigen,0.9998,0.0001999999999999,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9998,0.0001999999999999,
AI,Originality,,scigen,0.9953,0.0047,
AI,Originality,,scigen,0.9998,0.0001999999999999,
AI,Originality,,scigen,0.9998,0.0001999999999999,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9998,0.0001999999999999,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,0.9972,0.0028,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9958,0.0041999999999999,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,0.993,0.007,
AI,Originality,,scigen,0.9989,0.0010999999999999,
AI,Originality,,scigen,0.9101,0.0898999999999999,
AI,Originality,,scigen,0.9873,0.0127,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9974,0.0026,
AI,Originality,,scigen,0.9932,0.0068,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9998,0.0001999999999999,
AI,Originality,,scigen,0.9994,0.0006,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.7017,0.2983,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,0.9878,0.0121999999999999,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9954,0.0046,
AI,Originality,,scigen,0.9996,0.0003999999999999,
AI,Originality,,scigen,0.9997,0.0002999999999999,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9795,0.0204999999999999,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,0.9998,0.0001999999999999,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9998,0.0001999999999999,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9934,0.0066,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,0.9927,0.0072999999999999,
AI,Originality,,scigen,0.9998,0.0001999999999999,
AI,Originality,,scigen,0.977,0.023,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,0.9526,0.0474,
AI,Originality,,scigen,0.9997,0.0002999999999999,
AI,Originality,,scigen,0.9677,0.0322999999999999,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.8459,0.1541,
AI,Originality,,scigen,0.9983,0.0017,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9997,0.0002999999999999,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9997,0.0002999999999999,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9996,0.0003999999999999,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9724,0.0275999999999999,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.997,0.003,
AI,Originality,,scigen,0.9998,0.0001999999999999,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.7767,0.2233,
AI,Originality,,scigen,0.9819,0.0181,
AI,Originality,,scigen,0.848,0.152,
AI,Originality,,scigen,0.9992,0.0008,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9994,0.0006,
AI,Originality,,scigen,0.9996,0.0003999999999999,
AI,Originality,,scigen,0.9987,0.0012999999999999,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,0.9991,0.0009,
AI,Originality,,scigen,0.9941,0.0059,
AI,Originality,,scigen,0.9977,0.0022999999999999,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9995,0.0004999999999999,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,0.9981,0.0019,
AI,Originality,,scigen,0.9997,0.0002999999999999,
AI,Originality,,scigen,0.9806,0.0193999999999999,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9557,0.0443,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9938,0.0061999999999999,
AI,Originality,,scigen,0.9991,0.0009,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9992,0.0008,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9995,0.0004999999999999,
AI,Originality,,scigen,0.9996,0.0003999999999999,
AI,Originality,,scigen,0.9974,0.0026,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9281,0.0718999999999999,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,0.9911,0.0089,
AI,Originality,,scigen,0.9907,0.0092999999999999,
AI,Originality,,scigen,0.9987,0.0012999999999999,
AI,Originality,,scigen,0.9883,0.0117,
AI,Originality,,scigen,0.997,0.003,
AI,Originality,,scigen,0.9979,0.0020999999999999,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9998,0.0001999999999999,
AI,Originality,,scigen,0.9238,0.0762,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9997,0.0002999999999999,
AI,Originality,,scigen,0.9992,0.0008,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,1.0,0.0,
AI,Originality,,scigen,0.9906,0.0093999999999999,
AI,Originality,,scigen,0.9999,9.9999999999989e-05,
AI,Originality,,scigen,0.9992,0.0008,
